Coef Dac
4132.57	-1.90226	1.8284e-05	-9.32027e-10	
17.1551	2.09024	-5.07166e-05	1.08605e-08	
-33.0357	1.99456	-2.21202e-05	-1.79662e-10	
-7.77144	2.0744	-2.68168e-05	2.37612e-09	
1.43199	2.13513	-2.36945e-05	-7.31609e-10	
-2.80787	2.04645	7.24882e-06	-6.88504e-09	
-29.5036	2.0714	-3.59508e-05	3.54595e-09	
-11.5987	2.11517	-1.66344e-05	-7.68612e-10	
-21.5869	2.0621	-1.47527e-05	-5.70231e-10	
-28.4167	2.09999	-5.1118e-05	7.99243e-09	
-34.4948	2.10166	-4.1444e-05	6.22073e-09	
10.8902	2.09607	-1.51065e-05	-3.43186e-09	
-4.43453	2.06744	-2.82569e-05	3.89441e-09	
16.4102	2.08231	-1.72921e-05	-5.38876e-11	
-0.0447209	2.11258	-4.20377e-06	-2.69026e-09	
-40.7184	2.10986	3.10756e-06	-8.1851e-09	

Coef Adc
4.13377	0.473054	4.25846e-06	-1.86505e-10	
6.59975	0.47442	6.74293e-06	-5.58779e-10	
2.09852	0.499406	4.09726e-06	-2.09612e-10	
3.09254	0.47922	4.04852e-06	-2.15549e-10	
8.32246	0.462422	5.11969e-06	-2.94941e-10	
2.23946	0.485114	1.24858e-07	3.79198e-10	
0.853437	0.485826	4.20789e-06	-3.46521e-10	
-2.25055	0.477699	-1.51876e-06	5.43324e-10	
2.2887	0.478549	5.58982e-06	-5.25084e-10	
3.10299	0.480946	3.02448e-06	1.07677e-11	
-1.20762	0.486193	9.49673e-08	2.77324e-10	
11.6936	0.477545	2.82758e-06	-7.9137e-11	
0.455336	0.486814	9.63442e-07	2.40634e-10	
1.47171	0.476847	3.60907e-06	-1.41292e-10	
-0.585767	0.471116	7.46503e-07	2.08839e-10	
-0.589798	0.4718	2.27318e-06	-1.38256e-11	
