Coef Dac
4175.72	-2.25574	0.000587479	-2.49594e-07	
-11.6177	2.03986	-4.52123e-07	4.53629e-10	
-0.918199	2.07668	-3.38061e-05	1.00251e-08	
33.3664	2.02721	9.08796e-06	-1.43785e-09	
-18.0554	2.04038	6.56799e-07	2.36221e-09	
-29.5775	2.04902	-4.96728e-06	1.13275e-09	
-15.0818	2.03125	-5.75199e-06	4.40184e-09	
-12.0548	2.04969	-8.78225e-06	3.92693e-09	
-72.6333	2.61242	-0.000923361	4.23709e-07	
14.5142	2.05711	5.27587e-06	-4.7394e-09	
13.1649	2.04563	-7.94353e-06	2.3257e-09	
-43.6477	2.05167	-7.53149e-06	1.65476e-09	
-24.2362	2.03389	3.63756e-06	2.93275e-10	
16.4433	2.03302	3.5477e-06	1.56306e-09	
-10.5791	2.02496	7.49666e-07	1.52501e-09	
-55.6136	2.42677	-0.000851271	4.9951e-07	

Coef Adc
0.246251	0.492513	2.49202e-08	-6.08065e-11	
0.702049	0.4905	4.70335e-07	-8.31947e-11	
0.763012	0.488103	9.23686e-07	-1.56794e-10	
0.554811	0.491298	1.48212e-07	-5.78974e-11	
3.63234	0.488814	3.29123e-07	-9.29821e-11	
0.728852	0.489121	2.8187e-07	-8.17262e-11	
0.813815	0.491693	2.32877e-07	-9.59811e-11	
0.697529	0.488807	4.1244e-07	-1.10423e-10	
0.918215	0.492486	3.70366e-08	-2.53019e-10	
0.818369	0.49021	-6.12058e-08	1.32894e-12	
0.598583	0.491257	-2.49032e-07	3.07524e-11	
9.94113	0.490521	-1.00506e-08	-1.34099e-11	
0.937104	0.492441	-5.05766e-07	3.24074e-11	
0.848977	0.490715	-2.59164e-07	-6.19177e-12	
1.00634	0.492322	-2.35477e-07	1.23861e-12	
1.5389	0.489392	1.06887e-06	-4.90735e-10	
